#YY  MM DD hh mm WDIR WSPD GST  WVHT   DPD   APD MWD   PRES  ATMP  WTMP  DEWP  VIS  TIDE
#yr  mo dy hr mn degT m/s  m/s     m   sec   sec deg    hPa  degC  degC  degC  nmi    ft
2018 03 03 10 50   7 17.9 23.2  2.04  5.26  4.69  20 1001.1   4.6   4.8 999.0 99.0 99.00
2018 03 03 11 50   7 15.9 20.4  2.22  5.56  4.89  23 1003.0   4.3   4.8 999.0 99.0 99.00
2018 03 03 12 50  12 15.0 19.2  1.91  5.56  4.75  18 1004.1   5.1   4.9 999.0 99.0 99.00
2018 03 03 13 50   8 16.1 20.4  1.98  5.26  4.77  28 1005.3   4.6   4.9 999.0 99.0 99.00
2018 03 03 14 50  12 15.7 19.3  1.96  5.56  4.90  35 1005.9   4.8   4.9 999.0 99.0 99.00
2018 03 03 15 50  16 17.2 22.1  2.13  5.56  4.81  29 1006.4   4.4   4.8 999.0 99.0 99.00
2018 03 03 16 50  13 17.1 21.6  2.20  5.56  4.83  32 1006.9   4.1   4.9 999.0 99.0 99.00
2018 03 03 17 50  11 16.3 21.4  2.05  5.26  4.61  36 1007.5   3.8   4.8 999.0 99.0 99.00
2018 03 03 18 50   4 16.6 20.7  2.14  5.56  4.76  39 1008.5   3.6   4.7 999.0 99.0 99.00
2018 03 03 19 50   5 16.5 21.2  2.12  5.26  4.76  27 1009.2   4.2   4.7 999.0 99.0 99.00
2018 03 03 20 50   9 16.5 22.1  2.11  5.00  4.62  32 1009.9   4.5   4.7 999.0 99.0 99.00
2018 03 03 21 50   7 16.5 19.8  1.86  5.26  4.51  23 1010.4   4.6   4.5 999.0 99.0 99.00
2018 03 03 22 50 360 15.7 18.8  1.76  5.00  4.45  16 1011.2   4.4   4.5 999.0 99.0 99.00
2018 03 03 23 50   1 14.2 18.1  1.76  4.76  4.49  19 1011.9   4.7   4.5 999.0 99.0 99.00
2018 03 04 00 50   5 14.9 17.7  1.70  5.26  4.72  25 1012.1   4.8   4.5 999.0 99.0 99.00
2018 03 04 01 50   4 13.8 17.7  1.63  5.00  4.58  21 1012.5   4.5   4.6 999.0 99.0 99.00
2018 03 04 02 50  10 14.1 16.7  1.55  5.26  4.54  25 1012.3   4.7   4.7 999.0 99.0 99.00
2018 03 04 03 50  12 13.4 17.2  1.64  5.00  4.64  32 1012.4   4.7   4.7 999.0 99.0 99.00
2018 03 04 04 50  10 13.1 16.7  1.60  5.00  4.43  33 1012.4   4.6   4.7 999.0 99.0 99.00
2018 03 04 05 50   7 12.8 15.9  1.68  4.55  4.47  34 1012.7   4.6   4.7 999.0 99.0 99.00
2018 03 04 06 50   9 11.7 14.7  1.50  4.35  4.29  33 1012.7   4.6   4.6 999.0 99.0 99.00
2018 03 04 07 50   6 13.4 16.5  1.57  4.00  4.42  34 1012.5   4.2   4.4 999.0 99.0 99.00
2018 03 04 08 50   5 11.8 15.4  1.56  4.55  4.45  23 1012.9   3.8   4.5 999.0 99.0 99.00
2018 03 04 09 50   6 12.3 16.2  1.56  4.35  4.36  32 1013.1   3.3   4.5 999.0 99.0 99.00
2018 03 04 10 50   1 11.9 14.3  1.39  4.55  4.21  31 1013.8   3.6   4.5 999.0 99.0 99.00
2018 03 04 11 50   6 12.5 14.7  1.27  4.35  4.01  27 1014.2   3.1   4.5 999.0 99.0 99.00
2018 03 04 12 50   7 11.8 14.5  1.29  4.76  4.21  33 1014.4   3.4   4.5 999.0 99.0 99.00
2018 03 04 13 50  17 11.9 14.3  1.24  4.55  4.27  33 1014.2   3.1   4.5 999.0 99.0 99.00
2018 03 04 14 50   7 10.2 13.0  1.31  4.76  4.31  28 1014.4   3.0   4.5 999.0 99.0 99.00
2018 03 04 15 50  12 11.9 14.3  1.27  4.55  4.20  33 1014.3   2.8   4.5 999.0 99.0 99.00
2018 03 04 16 50   2 10.1 13.2  1.27  4.17  4.16  26 1014.1   2.9   4.5 999.0 99.0 99.00
2018 03 04 17 50   1 11.0 13.2  1.36  4.00  4.23  15 1013.6   3.0   4.5 999.0 99.0 99.00
2018 03 04 18 50   1 11.5 13.6  1.40  4.17  4.32  31 1013.3   3.2   4.5 999.0 99.0 99.00
2018 03 04 19 50  13 10.3 12.3  1.47  4.17  4.24  15 1013.5   2.7   4.5 999.0 99.0 99.00
2018 03 04 20 50 347 10.4 12.4  1.45  4.00  4.28  19 1013.8   2.3   4.5 999.0 99.0 99.00
2018 03 04 21 50  19 10.6 13.0  1.24  4.17  4.15  16 1013.4   3.1   4.5 999.0 99.0 99.00
2018 03 04 22 50  19  9.8 11.7  1.25  4.35  4.07  44 1013.6   3.1   4.5 999.0 99.0 99.00
2018 03 04 23 50  10  9.7 11.7  1.10  4.17  4.00  24 1013.8   3.1   4.4 999.0 99.0 99.00
2018 03 05 00 50   3  9.1 10.8  0.88  4.00  3.97  34 1013.7   3.0   4.4 999.0 99.0 99.00
2018 03 05 01 50   2 10.6 12.9  0.79  3.85  3.87  49 1013.3   3.1   4.4 999.0 99.0 99.00
2018 03 05 02 50 356  9.4 11.4  0.90  4.00  3.87  36 1012.8   3.1   4.5 999.0 99.0 99.00
2018 03 05 03 50 355 11.5 14.0  0.94  4.00  3.88  36 1011.8   2.6   4.5 999.0 99.0 99.00
2018 03 05 04 50 350 10.7 12.7  1.12  4.17  4.08  36 1011.3   1.9   4.4 999.0 99.0 99.00
2018 03 05 05 50 354 12.4 15.5  1.40  3.85  4.08  22 1010.4   2.2   4.4 999.0 99.0 99.00
2018 03 05 06 50 355 12.7 15.0  1.50  4.55  4.22  17 1009.6   1.8   4.4 999.0 99.0 99.00
2018 03 05 07 50 357 11.6 14.3  1.56  4.55  4.31  11 1009.3   1.7   4.4 999.0 99.0 99.00
2018 03 05 08 50   1 11.1 13.9  1.50  4.55  4.38   3 1009.2   1.6   4.4 999.0 99.0 99.00
2018 03 05 09 50 358 11.4 13.6  1.42  4.55  4.24   3 1009.0   1.7   4.3 999.0 99.0 99.00
2018 03 05 10 50   6 11.9 14.4  1.43  4.55  4.27  12 1009.1   2.6   4.3 999.0 99.0 99.00
2018 03 05 11 50   7 13.2 15.8  1.50  4.76  4.23  23 1009.4   3.1   4.3 999.0 99.0 99.00
2018 03 05 12 50   8 11.8 15.3  1.38  4.35  4.23  22 1009.8   2.8   4.4 999.0 99.0 99.00
2018 03 05 13 50  16 13.6 17.5  1.42  4.76  4.38  34 1009.8   3.3   4.4 999.0 99.0 99.00
2018 03 05 14 50  12 14.2 17.5  1.51  5.00  4.44  38 1009.5   3.5   4.4 999.0 99.0 99.00
2018 03 05 15 50  14 15.2 18.6  1.61  5.26  4.58  30 1009.9   3.7   4.3 999.0 99.0 99.00
2018 03 05 16 50  12 14.8 17.6  1.79  5.26  4.65  35 1010.1   3.7   4.4 999.0 99.0 99.00
2018 03 05 17 50  17 14.2 18.2  1.73  5.26  4.58  33 1010.5   3.7   4.4 999.0 99.0 99.00
2018 03 05 18 50  12 14.1 17.7  1.73  5.00  4.46  33 1010.7   3.8   4.4 999.0 99.0 99.00
2018 03 05 19 50   9 14.2 17.3  1.70  5.00  4.35  26 1011.3   3.9   4.4 999.0 99.0 99.00
2018 03 05 20 50   8 14.4 17.3  1.82  5.26  4.55  28 1011.9   4.0   4.3 999.0 99.0 99.00
2018 03 05 21 50  10 12.6 16.1  1.79  5.00  4.49  17 1012.7   3.9   4.3 999.0 99.0 99.00
2018 03 05 22 50   7 12.9 15.8  1.76  5.00  4.42  23 1013.0   4.0   4.3 999.0 99.0 99.00
2018 03 05 23 50  14 12.2 16.2  1.46  4.76  4.16  27 1013.4   4.2   4.3 999.0 99.0 99.00
2018 03 06 00 50  12 11.7 13.7  1.30  4.35  4.28  33 1013.8   4.3   4.2 999.0 99.0 99.00
2018 03 06 01 50  15 10.6 14.1  1.16  5.00  4.14  67 1014.0   4.3   4.3 999.0 99.0 99.00
2018 03 06 02 50  21 12.4 15.5  1.28  4.76  4.29  49 1013.4   3.9   4.3 999.0 99.0 99.00
2018 03 06 03 50  17 12.1 14.7  1.18  4.55  4.34  37 1013.3   3.7   4.3 999.0 99.0 99.00
2018 03 06 04 50  20 11.9 15.3  1.19  4.55  4.33  35 1013.2   3.5   4.4 999.0 99.0 99.00
2018 03 06 05 50  17  9.7 12.0  1.11  4.35  4.21  42 1013.8   3.1   4.4 999.0 99.0 99.00
2018 03 06 06 50  11  9.9 12.0  1.12  3.85  4.28  46 1013.4   3.1   4.4 999.0 99.0 99.00
2018 03 06 07 50  12  9.7 11.6  1.18  3.70  4.19  38 1013.3   2.9   4.3 999.0 99.0 99.00
2018 03 06 08 50   7 10.3 12.9  1.21  3.85  4.34  42 1013.6   2.2   4.2 999.0 99.0 99.00
2018 03 06 09 50  15 10.1 12.5  1.30  3.70  4.16  38 1013.7   1.5   4.2 999.0 99.0 99.00
2018 03 06 10 50  16  9.9 12.9  1.22  3.70  4.14  37 1014.4   1.7   4.0 999.0 99.0 99.00
2018 03 06 11 50   3  9.7 11.4  1.19  3.85  4.21  35 1015.2   1.7   4.0 999.0 99.0 99.00
2018 03 06 12 50 360  9.7 12.0  0.94  3.85  3.95  35 1015.6   1.7   4.0 999.0 99.0 99.00
2018 03 06 13 50   3  8.6 10.2  0.87  3.70  3.81  32 1016.4   1.5   4.0 999.0 99.0 99.00
2018 03 06 14 50 352  9.8 12.0  0.80  3.70  3.74  38 1016.0   1.7   4.1 999.0 99.0 99.00
2018 03 06 15 50 360  9.6 11.8  0.84  3.70  3.79  13 1016.2   1.9   4.2 999.0 99.0 99.00
2018 03 06 16 50 348  9.2 11.7  0.88  3.85  3.77  23 1016.0   2.1   4.3 999.0 99.0 99.00
2018 03 06 17 50 341  9.0 10.8  0.86  3.85  3.81  23 1015.5   2.1   4.4 999.0 99.0 99.00
2018 03 06 18 50 341  8.7 10.6  0.90  3.70  3.81  15 1015.3   1.8   4.4 999.0 99.0 99.00
2018 03 06 19 50 345  8.9 10.1  1.05  3.70  4.02   1 1015.3   2.1   4.4 999.0 99.0 99.00
2018 03 06 20 50 359  7.5  9.0  1.10  3.70  4.10  20 1015.4   2.3   4.4 999.0 99.0 99.00
2018 03 06 21 50  11  6.9  8.3  1.09  4.17  4.05  75 1015.9   2.7   4.2 999.0 99.0 99.00
2018 03 06 22 50  17  5.9  7.1  0.98  4.17  4.12  74 1016.6   2.4   4.1 999.0 99.0 99.00
2018 03 06 23 50  20  6.4  7.5  0.91  5.26  4.06  89 1016.7   2.4   3.9 999.0 99.0 99.00
2018 03 07 00 50  19  6.4  7.7  0.77  4.17  3.93  79 1016.7   2.2   3.9 999.0 99.0 99.00
2018 03 07 01 50  22  7.3  8.3  0.65  5.00  3.95  88 1016.3   2.1   3.9 999.0 99.0 99.00
2018 03 07 02 50  25  5.7  7.2  0.60  3.23  3.78  46 1016.6   2.3   4.0 999.0 99.0 99.00
2018 03 07 03 50 341  3.2  4.1  0.62  5.26  4.23  86 1017.1   1.7   4.1 999.0 99.0 99.00
2018 03 07 04 50  13  4.9  6.0  0.53  4.76  4.52  83 1016.6   2.2   4.2 999.0 99.0 99.00
2018 03 07 05 50  44  7.8  9.2  0.59  5.00  4.21  84 1015.6   2.2   4.2 999.0 99.0 99.00
2018 03 07 06 50  45  7.5  8.5  0.72  4.55  4.16  87 1015.0   2.4   4.3 999.0 99.0 99.00
2018 03 07 07 50  48  7.0  7.9  0.90  4.35  4.06  82 1014.8   2.2   4.3 999.0 99.0 99.00
2018 03 07 08 50  35  5.0  5.7  0.91  4.76  4.22  83 1015.4   2.6   4.3 999.0 99.0 99.00
2018 03 07 09 50  35  6.7  7.8  0.89  5.00  4.46  85 1014.9   2.8   4.1 999.0 99.0 99.00
2018 03 07 10 50  66  6.9  7.7  0.91  4.55  4.27  78 1014.5   2.9   3.9 999.0 99.0 99.00
2018 03 07 11 50  60  9.8 11.5  0.88  4.55  3.91  78 1011.6   3.0   3.9 999.0 99.0 99.00
2018 03 07 12 50  87  5.9  7.4  0.75  4.76  3.96  80 1014.3   2.8   3.8 999.0 99.0 99.00
2018 03 07 13 50  79  7.4  9.0  0.64  4.35  3.91  82 1013.1   3.5   3.9 999.0 99.0 99.00
2018 03 07 14 50  74  8.0  9.3  0.69  4.55  3.82  80 1012.2   3.3   3.9 999.0 99.0 99.00
2018 03 07 15 50  81  7.6  9.0  0.64  4.55  3.96  78 1011.8   3.4   4.0 999.0 99.0 99.00
2018 03 07 16 50  80  8.6 10.2  0.72  4.17  4.08  88 1010.7   3.7   4.1 999.0 99.0 99.00
2018 03 07 17 50  73 10.8 13.0  0.88  4.76  4.16  81 1008.2   3.8   4.2 999.0 99.0 99.00
2018 03 07 18 50  69 11.2 14.5  1.08  5.00  4.29  87 1006.2   3.9   4.3 999.0 99.0 99.00
2018 03 07 19 50  64 12.2 14.8  1.22  4.76  4.24  76 1004.6   3.8   4.3 999.0 99.0 99.00
2018 03 07 20 50  65 13.9 16.8  1.38  5.00  4.19  72 1002.2   4.0   4.3 999.0 99.0 99.00
2018 03 07 21 50  63 14.1 16.4  1.54  5.00  4.19  75 1000.0   4.2   4.1 999.0 99.0 99.00
2018 03 07 22 50  62 15.5 18.8  1.75  5.00  4.26  76  997.8   4.5   3.9 999.0 99.0 99.00
2018 03 07 23 50  54 15.0 17.7  1.64  4.76  4.26  65  995.9   4.6   3.9 999.0 99.0 99.00
2018 03 08 00 50  60 14.5 18.2  1.64  4.55  4.34  51  994.4   5.2   3.9 999.0 99.0 99.00
2018 03 08 01 50  63 17.9 23.2  1.81  5.00  4.49  66  991.3   5.5   3.9 999.0 99.0 99.00
2018 03 08 02 50  61 14.7 18.5  1.56  4.55  4.40  48  990.2   5.7   4.0 999.0 99.0 99.00
2018 03 08 03 50  70 10.8 13.4  1.58  5.26  4.58  69  990.0   6.0   4.0 999.0 99.0 99.00
2018 03 08 04 50  87  5.0  8.2  1.24  5.26  4.53  62  990.2   6.0   4.0 999.0 99.0 99.00
2018 03 08 05 50 120  1.1  1.6  0.89  4.55  4.30  55  989.9   5.3   4.0 999.0 99.0 99.00
2018 03 08 06 50 335  2.3  2.8  0.72  9.09  4.36  75  989.5   4.9   4.0 999.0 99.0 99.00
2018 03 08 07 50   1  5.4  6.3  0.86 10.00  4.79  91  989.1   4.7   4.0 999.0 99.0 99.00
2018 03 08 08 50 331  9.6 12.4  0.97 10.00  4.56  92  989.9   4.2   4.0 999.0 99.0 99.00
2018 03 08 09 50 329 13.7 17.0  1.28  4.00  4.16 333  990.5   2.7   4.0 999.0 99.0 99.00
2018 03 08 10 50 321 14.7 17.8  1.70  5.26  4.78 331  991.8   2.4   4.0 999.0 99.0 99.00
2018 03 08 11 50 316 15.5 18.5  1.72  5.56  4.84 326  993.4   1.6   4.1 999.0 99.0 99.00
2018 03 08 12 50 315 13.0 16.1  1.94  5.26  4.85 323  995.9   1.1   4.1 999.0 99.0 99.00
2018 03 08 13 50 303 12.1 14.4  1.55  5.00  4.53 315  998.2   0.7   4.1 999.0 99.0 99.00
2018 03 08 14 50 304 11.3 13.3  1.35  4.55  4.14 307  999.4   0.9   4.1 999.0 99.0 99.00
2018 03 08 15 50 303 10.7 13.2  1.09  4.17  3.81 311 1000.3   1.1   4.2 999.0 99.0 99.00
2018 03 08 16 50 295  8.8 10.8  0.89  3.57  3.56 300 1001.0   1.5   4.1 999.0 99.0 99.00
2018 03 08 17 50 286  9.1 10.4  0.73  3.57  3.44 298 1001.0   2.0   4.1 999.0 99.0 99.00
2018 03 08 18 50 284  8.8 10.4  0.69  3.45  3.39 286 1001.2   2.6   4.0 999.0 99.0 99.00
2018 03 08 19 50 275  7.3  8.4  0.71  3.45  3.36 281 1001.7   3.0   4.0 999.0 99.0 99.00
2018 03 08 20 50 269  7.6  8.8  0.66  3.13  3.57 280 1001.8   3.3   4.0 999.0 99.0 99.00
2018 03 08 21 50 255  8.3 10.3  0.69  3.33  3.91 260 1002.2   3.6   4.0 999.0 99.0 99.00
2018 03 08 22 50 256  8.4 10.0  0.76  3.57  3.97 263 1002.7   3.8   4.0 999.0 99.0 99.00
2018 03 08 23 50 265  7.9  9.6  0.73  3.85  3.98 273 1003.2   3.8   4.1 999.0 99.0 99.00
2018 03 09 00 50 262  7.9 10.1  0.73  3.70  3.92 273 1003.6   3.6   4.2 999.0 99.0 99.00
2018 03 09 01 50 258  6.5  7.8  0.67  3.85  3.82 280 1003.6   3.4   4.1 999.0 99.0 99.00
2018 03 09 02 50 267  6.7  8.2  0.55  3.45  3.58 272 1003.5   3.4   4.1 999.0 99.0 99.00
2018 03 09 03 50 283  7.7  9.5  0.49  3.70  3.37 282 1003.0   3.1   4.1 999.0 99.0 99.00
2018 03 09 04 50 284  7.6  8.8  0.57  3.57  3.36 288 1003.0   2.6   4.0 999.0 99.0 99.00
2018 03 09 05 50 279  7.0  8.5  0.63  3.57  3.42 286 1003.0   2.4   3.9 999.0 99.0 99.00
2018 03 09 06 50 270  6.5  8.2  0.52  3.33  3.35 281 1002.9   2.1   3.9 999.0 99.0 99.00
2018 03 09 07 50 269  6.7  8.0  0.52 12.12  3.40 236 1002.9   1.8   4.0 999.0 99.0 99.00
2018 03 09 08 50 287  6.9  8.1  0.54 12.12  3.59  67 1002.7   1.5   3.9 999.0 99.0 99.00
2018 03 09 09 50 271  6.1  7.4  0.54 12.90  3.79  67 1003.5   1.2   3.9 999.0 99.0 99.00
2018 03 09 10 50 283  6.2  7.4  0.60 12.90  4.16  27 1003.3   1.0   3.8 999.0 99.0 99.00
2018 03 09 11 50 289  4.3  5.5  0.55 12.12  4.19  86 1003.7   1.0   3.8 999.0 99.0 99.00
2018 03 09 12 50 267  5.5  7.2  0.48 12.12  4.10 172 1004.1   0.1   3.9 999.0 99.0 99.00
2018 03 09 13 50 278  7.4  9.7  0.49  3.33  3.76 282 1004.0   0.9   4.0 999.0 99.0 99.00
2018 03 09 14 50 265  6.5  8.2  0.58  3.45  3.52 285 1004.1   1.2   4.0 999.0 99.0 99.00
2018 03 09 15 50 248  8.9 10.5  0.57  3.33  3.46 275 1003.7   1.4   4.1 999.0 99.0 99.00
2018 03 09 16 50 261 10.4 14.0  0.74  3.85  3.34 267 1003.4   0.3   4.1 999.0 99.0 99.00
2018 03 09 17 50 249 11.3 13.2  0.89  3.57  3.43 268 1002.8   1.5   4.1 999.0 99.0 99.00
2018 03 09 18 50 262  9.8 12.7  0.84  3.70  3.36 275 1002.7   2.0   4.0 999.0 99.0 99.00
2018 03 09 19 50 269  9.0 10.9  0.81  3.57  3.46 261 1003.0   2.5   4.0 999.0 99.0 99.00
2018 03 09 20 50 272 10.2 11.7  0.86  4.00  3.49 265 1003.4   2.9   4.0 999.0 99.0 99.00
2018 03 09 21 50 268 10.2 11.9  0.87  3.70  3.61 272 1004.0   2.8   4.1 999.0 99.0 99.00
2018 03 09 22 50 266  9.9 12.2  0.96  4.17  3.96 266 1004.4   2.8   4.0 999.0 99.0 99.00
2018 03 09 23 50 258  9.9 12.1  0.87  4.55  3.94 270 1005.1   2.9   3.9 999.0 99.0 99.00
2018 03 10 00 50 265  9.9 11.5  0.88  4.35  4.05 275 1005.5   3.1   4.0 999.0 99.0 99.00
2018 03 10 01 50 261  8.1  9.8  0.80  4.17  4.00 280 1005.9   3.2   4.0 999.0 99.0 99.00
2018 03 10 02 50 271 10.7 12.7  0.76  4.00  3.65 285 1005.8   3.5   4.0 999.0 99.0 99.00
2018 03 10 03 50 277 10.5 13.8  0.86  3.85  3.66 284 1005.9   3.4   4.0 999.0 99.0 99.00
2018 03 10 04 50 273 10.6 12.7  0.89  4.17  3.56 281 1006.0   3.2   4.0 999.0 99.0 99.00
2018 03 10 05 50 279 11.4 13.2  0.98  4.00  3.59 288 1006.2   2.9   3.9 999.0 99.0 99.00
2018 03 10 06 50 281 12.5 15.5  0.95  4.17  3.44 289 1006.2   2.6   3.9 999.0 99.0 99.00
2018 03 10 07 50 274 11.3 13.5  1.00  3.57  3.45 287 1006.3   2.6   3.9 999.0 99.0 99.00
2018 03 10 08 50 276 11.2 14.1  0.95  3.70  3.56 281 1006.4   2.3   3.9 999.0 99.0 99.00
2018 03 10 09 50 280 11.3 13.9  1.00  3.85  3.63 290 1006.8   2.0   3.9 999.0 99.0 99.00
2018 03 10 10 50 283 11.1 13.5  1.01  4.35  3.86 284 1007.1   1.8   3.9 999.0 99.0 99.00
2018 03 10 11 50 285 11.4 13.8  0.98  4.55  4.03 279 1007.4   2.0   3.8 999.0 99.0 99.00
2018 03 10 12 50 280 10.7 12.8  1.00  4.35  4.05 283 1008.0   2.0   3.8 999.0 99.0 99.00
