#YY  MM DD hh mm WDIR WSPD GST  WVHT   DPD   APD MWD   PRES  ATMP  WTMP  DEWP  VIS  TIDE
#yr  mo dy hr mn degT m/s  m/s     m   sec   sec deg    hPa  degC  degC  degC  nmi    ft
2018 02 10 00 50 208  5.3  6.2  0.32  3.03  3.07 252 1033.1   0.8   1.7 999.0 99.0 99.00
2018 02 10 01 50 204  5.7  6.7  0.30  2.74  3.07 237 1032.9   1.1   1.7 999.0 99.0 99.00
2018 02 10 02 50 192  5.0  5.9  0.28  2.74  3.00 228 1032.8   1.4   1.9 999.0 99.0 99.00
2018 02 10 03 50 187  4.7  5.4  0.21 99.00  2.97 999 1032.3   1.6   2.1 999.0 99.0 99.00
2018 02 10 04 50 171  4.7  5.3  0.20 99.00  3.13 999 1031.6   1.9   2.2 999.0 99.0 99.00
2018 02 10 05 50 169  5.2  6.2  0.18 99.00  3.54 999 1031.2   2.1   2.1 999.0 99.0 99.00
2018 02 10 06 50 147  5.4  6.2  0.23 99.00  3.14 999 1030.7   2.1   1.9 999.0 99.0 99.00
2018 02 10 07 50 147  4.9  6.2  0.21 99.00  2.95 999 1029.8   2.3   1.8 999.0 99.0 99.00
2018 02 10 08 50 154  5.8  6.4  0.28  2.74  2.81 152 1028.9   2.9   1.7 999.0 99.0 99.00
2018 02 10 09 50 166  7.8  8.8  0.44  3.13  3.05 153 1028.3   4.2   1.6 999.0 99.0 99.00
2018 02 10 10 50 163  7.8  8.8  0.48  3.13  3.11 147 1027.9   4.0   1.6 999.0 99.0 99.00
2018 02 10 11 50 179  8.2  9.3  0.54  3.45  3.15 150 1027.7   4.6   1.6 999.0 99.0 99.00
2018 02 10 12 50 181  7.9  9.3  0.58  3.33  3.20 174 1027.8   5.1   1.6 999.0 99.0 99.00
2018 02 10 13 50 173  6.8  7.4  0.60  3.45  3.17 179 1027.4   5.5   1.8 999.0 99.0 99.00
2018 02 10 14 50 178  7.2  8.0  0.56  3.23  3.07 182 1027.3   6.1   2.1 999.0 99.0 99.00
2018 02 10 15 50 182  7.1  8.5  0.51  3.23  3.10 189 1026.6   6.1   2.4 999.0 99.0 99.00
2018 02 10 16 50 177  7.7  8.7  0.51  3.23  3.08 185 1025.3   6.3   2.5 999.0 99.0 99.00
2018 02 10 17 50 181  6.9  7.7  0.53  3.33  3.18 177 1024.8   5.7   2.6 999.0 99.0 99.00
2018 02 10 18 50 179  6.9  7.8  0.52  3.13  3.12 171 1023.9   5.7   2.6 999.0 99.0 99.00
2018 02 10 19 50 171  7.4  8.5  0.47  3.03  3.09 172 1022.9   5.9   2.4 999.0 99.0 99.00
2018 02 10 20 50 173  7.8  8.8  0.51  3.23  3.08 159 1022.4   6.2   2.2 999.0 99.0 99.00
2018 02 10 21 50 176  7.6  8.5  0.50  3.45  3.15 158 1022.1   6.0   2.1 999.0 99.0 99.00
2018 02 10 22 50 177  6.9  7.5  0.53  3.45  3.25 161 1022.1   5.8   1.9 999.0 99.0 99.00
2018 02 10 23 50 182  5.4  6.0  0.54  3.33  3.22 163 1021.9   5.1   1.8 999.0 99.0 99.00
2018 02 11 00 50 184  6.9  8.1  0.54  3.45  3.20 157 1021.0   5.7   1.8 999.0 99.0 99.00
2018 02 11 01 50 178  7.9  8.7  0.57  3.33  3.30 181 1020.0   5.9   1.8 999.0 99.0 99.00
2018 02 11 02 50 179  6.4  7.3  0.60  3.33  3.32 172 1019.0   5.5   1.9 999.0 99.0 99.00
2018 02 11 03 50 193  5.1  6.2  0.50  2.86  3.12 184 1018.4   5.8   2.0 999.0 99.0 99.00
2018 02 11 04 50 186  5.4  6.1  0.45  3.03  3.12 184 1017.4   7.0   2.3 999.0 99.0 99.00
2018 02 11 05 50 211  7.6  9.7  0.35  2.47  3.26 173 1016.4   6.5   2.5 999.0 99.0 99.00
2018 02 11 06 50 222  6.0  6.8  0.39  2.47  3.10 200 1017.0   5.0   2.3 999.0 99.0 99.00
2018 02 11 07 50 231  6.8  7.7  0.40  3.13  3.12 183 1017.1   4.9   2.1 999.0 99.0 99.00
2018 02 11 08 50 245  6.2  7.2  0.37  2.86  3.03 191 1017.4   4.5   1.9 999.0 99.0 99.00
2018 02 11 09 50 239  5.5  6.1  0.35  2.60  3.23 217 1017.8   4.2   1.9 999.0 99.0 99.00
2018 02 11 10 50 230  5.8  7.2  0.33  5.88  3.48  79 1018.6   3.6   1.8 999.0 99.0 99.00
2018 02 11 11 50 235  3.9  4.8  0.31  5.56  3.79 103 1018.7   3.7   1.8 999.0 99.0 99.00
2018 02 11 12 50 245  3.2  3.6  0.34  5.26  4.08  94 1019.5   3.4   1.8 999.0 99.0 99.00
2018 02 11 13 50 254  2.5  3.0  0.32  4.17  4.14  93 1020.1   3.4   1.9 999.0 99.0 99.00
2018 02 11 14 50  20  1.5  1.8  0.29  6.25  4.15  90 1019.5   3.2   2.1 999.0 99.0 99.00
2018 02 11 15 50 347  0.4  1.1  0.26  7.69  4.54  89 1019.5   4.0   2.4 999.0 99.0 99.00
2018 02 11 16 50  79  1.4  2.5  0.22 99.00  4.45 999 1018.7   3.6   2.5 999.0 99.0 99.00
2018 02 11 17 50 122  4.0  4.8  0.23 99.00  4.86 999 1016.4   4.1   2.5 999.0 99.0 99.00
2018 02 11 18 50 186  1.1  2.0  0.25 99.00  5.19 999 1016.5   4.5   2.6 999.0 99.0 99.00
2018 02 11 19 50 192  8.4  9.6  0.25  9.09  4.81  91 1015.1   6.8   2.7 999.0 99.0 99.00
2018 02 11 20 50 208  6.6  8.5  0.41  2.60  3.00 177 1014.5   6.5   2.6 999.0 99.0 99.00
2018 02 11 21 50 181  5.3  6.3  0.42  3.03  3.05 171 1014.2   5.2   2.3 999.0 99.0 99.00
2018 02 11 22 50 199  8.3  9.4  0.39  2.74  3.27 189 1013.6   6.2   2.2 999.0 99.0 99.00
2018 02 11 23 50 226 10.0 12.9  0.58  3.23  3.10 190 1013.8   7.5   2.0 999.0 99.0 99.00
2018 02 12 00 50 208 11.8 13.4  0.57  3.33  3.31 199 1012.9   8.1   1.9 999.0 99.0 99.00
2018 02 12 01 50 207 10.6 11.9  0.92  3.85  3.64 201 1013.0   7.6   1.9 999.0 99.0 99.00
2018 02 12 02 50 214 11.1 13.5  0.85  3.85  3.63 228 1012.5   8.0   2.0 999.0 99.0 99.00
2018 02 12 03 50 213 11.1 12.8  1.02  4.17  3.79 231 1012.2   8.4   2.0 999.0 99.0 99.00
2018 02 12 04 50 219 11.4 13.1  0.96  3.70  3.76 214 1012.4   8.6   2.2 999.0 99.0 99.00
2018 02 12 05 50 231  8.6 10.6  0.96  3.85  3.77 220 1012.8   7.8   2.3 999.0 99.0 99.00
2018 02 12 06 50 222 10.1 12.0  0.82  4.00  3.58 248 1013.1   7.8   2.4 999.0 99.0 99.00
2018 02 12 07 50 228  9.3 10.5  0.78  4.00  3.43 254 1013.1   6.4   2.2 999.0 99.0 99.00
2018 02 12 08 50 233  8.5  9.7  0.69  3.70  3.26 249 1013.8   6.0   2.1 999.0 99.0 99.00
2018 02 12 09 50 245  7.4  8.3  0.54  3.23  3.18 257 1015.0   4.5   2.1 999.0 99.0 99.00
2018 02 12 10 50 245  8.2  9.4  0.52  3.45  3.17 262 1015.8   4.5   2.1 999.0 99.0 99.00
2018 02 12 11 50 243  6.1  7.0  0.51  2.86  3.40 270 1017.0   4.0   2.0 999.0 99.0 99.00
2018 02 12 12 50 295  3.5  3.9  0.43  4.00  3.54 233 1018.9   3.9   1.9 999.0 99.0 99.00
2018 02 12 13 50 313  4.1  4.8  0.39  8.33  3.74  95 1020.4   4.3   1.9 999.0 99.0 99.00
2018 02 12 14 50 341  4.7  5.3  0.36  8.33  4.03  91 1021.4   4.2   2.1 999.0 99.0 99.00
2018 02 12 15 50 348  5.1  5.7  0.31  8.33  4.24  75 1022.6   3.6   2.4 999.0 99.0 99.00
2018 02 12 16 50 353  3.8  4.3  0.31  9.09  3.51 136 1023.6   3.6   2.5 999.0 99.0 99.00
2018 02 12 17 50 358  5.4  6.1  0.36  2.74  3.24  11 1023.8   3.5   2.6 999.0 99.0 99.00
2018 02 12 18 50 339  5.2  6.0  0.40  2.86  3.11   6 1025.0   3.9   2.7 999.0 99.0 99.00
2018 02 12 19 50 357  4.4  5.0  0.42  3.03  3.24 355 1025.8   3.5   2.7 999.0 99.0 99.00
2018 02 12 20 50 357  4.5  5.1  0.38  3.13  3.32   5 1027.5   3.3   2.6 999.0 99.0 99.00
2018 02 12 21 50   6  2.3  2.6  0.32  2.47  3.29 346 1028.5   3.0   2.4 999.0 99.0 99.00
2018 02 12 22 50 261  1.2  1.6  0.31  4.55  3.20  96 1029.9   2.5   2.2 999.0 99.0 99.00
2018 02 12 23 50 304  1.7  2.2  0.30  4.55  3.40  84 1031.3   2.3   2.2 999.0 99.0 99.00
2018 02 13 00 50 299  2.5  2.8  0.27  4.76  3.68  88 1032.2   2.2   2.1 999.0 99.0 99.00
2018 02 13 01 50 307  2.8  3.1  0.29  4.35  4.11  90 1032.9   1.9   2.0 999.0 99.0 99.00
2018 02 13 02 50 323  4.4  5.4  0.35  8.33  4.30  70 1033.6   2.1   1.9 999.0 99.0 99.00
2018 02 13 03 50 313  4.3  5.4  0.32  9.09  4.02  98 1034.6   1.9   2.1 999.0 99.0 99.00
2018 02 13 04 50 316  4.4  5.3  0.34  2.74  3.23 305 1035.5   1.4   2.3 999.0 99.0 99.00
2018 02 13 05 50 319  6.5  7.5  0.37  3.03  3.16 301 1035.7   0.9   2.4 999.0 99.0 99.00
2018 02 13 06 50 328  8.0 10.0  0.52  3.03  3.19 325 1036.8   0.7   2.4 999.0 99.0 99.00
2018 02 13 07 50 344  9.3 11.6  0.69  3.70  3.39 355 1036.9   0.8   2.4 999.0 99.0 99.00
2018 02 13 08 50 353  9.8 11.5  0.75  3.70  3.42 353 1037.7   0.0   2.4 999.0 99.0 99.00
2018 02 13 09 50 351  9.5 11.3  0.85  3.70  3.50 356 1038.8  -0.7   2.2 999.0 99.0 99.00
2018 02 13 10 50 352  9.5 12.1  0.89  3.85  3.57   5 1040.1  -1.3   2.0 999.0 99.0 99.00
2018 02 13 11 50 352 10.1 12.3  0.88  4.00  3.54   5 1040.7  -1.5   1.9 999.0 99.0 99.00
2018 02 13 12 50 357  9.8 11.2  0.86  3.85  3.51   8 1042.0  -1.3   1.9 999.0 99.0 99.00
2018 02 13 13 50 359  9.6 11.9  0.93  3.85  3.60  11 1043.1  -1.4   1.9 999.0 99.0 99.00
2018 02 13 14 50   2  8.8 10.6  0.85  3.85  3.53  10 1042.9  -1.4   1.9 999.0 99.0 99.00
2018 02 13 15 50 357  7.5  9.4  0.77  3.70  3.56 355 1043.2  -1.4   2.2 999.0 99.0 99.00
2018 02 13 16 50 360  6.2  7.7  0.62  3.57  3.31   1 1042.7  -1.0   2.3 999.0 99.0 99.00
2018 02 13 17 50 355  4.0  5.5  0.55  3.23  3.22  12 1042.1  -0.8   2.5 999.0 99.0 99.00
2018 02 13 18 50  51  4.9  6.4  0.43  2.86  3.09 339 1041.9  -0.5   2.6 999.0 99.0 99.00
2018 02 13 19 50  73  3.7  4.8  0.38  2.86  3.28   8 1041.6  -0.7   2.6 999.0 99.0 99.00
2018 02 13 20 50 108  2.4  3.4  0.31  2.74  3.32  42 1041.4  -0.9   2.6 999.0 99.0 99.00
2018 02 13 21 50  92  2.4  3.6  0.26  4.35  3.53  10 1041.5  -1.0   2.5 999.0 99.0 99.00
2018 02 13 22 50 144  2.8  3.4  0.21 99.00  3.79 999 1041.3  -0.9   2.4 999.0 99.0 99.00
2018 02 13 23 50 138  3.5  4.7  0.18 99.00  3.68 999 1040.9  -0.8   2.3 999.0 99.0 99.00
2018 02 14 00 50 150  3.3  4.1  0.16 99.00  3.73 999 1040.3  -0.6   2.1 999.0 99.0 99.00
2018 02 14 01 50 159  4.1  5.0  0.16 99.00  3.95 999 1039.6  -0.4   2.0 999.0 99.0 99.00
2018 02 14 02 50 182  4.7  5.6  0.26  4.35  4.45  56 1039.0  -0.1   1.9 999.0 99.0 99.00
2018 02 14 03 50 170  4.5  5.8  0.32  4.00  3.48  86 1037.7   0.2   1.9 999.0 99.0 99.00
2018 02 14 04 50 173  5.5  6.3  0.34  2.47  3.19 173 1036.2   0.3   2.1 999.0 99.0 99.00
2018 02 14 05 50 170  4.7  5.8  0.33  2.60  3.04 191 1035.0   0.4   2.2 999.0 99.0 99.00
2018 02 14 06 50 173  4.6  5.4  0.27  2.25  3.10 168 1034.2   0.7   2.3 999.0 99.0 99.00
2018 02 14 07 50 186  4.4  5.1  0.23 99.00  3.23 999 1033.2   1.2   2.4 999.0 99.0 99.00
2018 02 14 08 50 171  4.0  5.0  0.23 99.00  3.51 999 1032.0   1.4   2.4 999.0 99.0 99.00
2018 02 14 10 50 159  4.1  4.8  0.21 99.00  3.44 999 1030.1   1.6   2.3 999.0 99.0 99.00
2018 02 14 11 50 177  3.4  4.2  0.17 99.00  3.36 999 1029.1   2.0   2.2 999.0 99.0 99.00
2018 02 14 12 50 177  5.3  6.5  0.20 99.00  3.04 999 1028.8   2.5   2.1 999.0 99.0 99.00
2018 02 14 13 50 175  5.6  6.6  0.40  2.94  3.02 169 1028.1   2.6   2.0 999.0 99.0 99.00
2018 02 14 14 50 201  4.6  5.4  0.36  2.74  3.26 182 1027.1   2.8   2.0 999.0 99.0 99.00
2018 02 14 15 50 214  4.0  4.7  0.37  3.45  3.21 253 1026.2   3.1   2.1 999.0 99.0 99.00
2018 02 14 16 50 229  3.9  4.7  0.28  2.86  3.22 260 1024.7   3.3   2.3 999.0 99.0 99.00
2018 02 14 17 50 236  4.0  4.9  0.25  4.00  3.30 306 1023.4   3.4   2.6 999.0 99.0 99.00
2018 02 14 18 50 221  6.1  7.3  0.26  2.47  2.83 227 1021.9   3.8   2.7 999.0 99.0 99.00
2018 02 14 19 50 224  6.4  7.4  0.29  2.60  2.73 239 1021.2   3.9   2.8 999.0 99.0 99.00
2018 02 14 20 50 217  6.2  8.0  0.37  3.57  3.01 289 1020.3   3.9   2.9 999.0 99.0 99.00
2018 02 14 21 50 232  7.2  8.5  0.43  3.13  3.01 275 1019.5   3.5   2.8 999.0 99.0 99.00
2018 02 14 22 50 242  7.8  8.8  0.47  3.03  2.93 260 1019.2   3.1   2.7 999.0 99.0 99.00
2018 02 14 23 50 243  8.1 10.3  0.45  3.03  2.90 253 1019.1   3.1   2.5 999.0 99.0 99.00
2018 02 15 00 50 247  8.4 10.1  0.49  2.94  2.86 260 1018.8   3.1   2.3 999.0 99.0 99.00
2018 02 15 01 50 246  7.5  8.8  0.54  2.74  3.16 264 1018.8   3.0   2.2 999.0 99.0 99.00
2018 02 15 02 50 236  5.7  6.5  0.45  2.94  2.97 264 1018.4   3.1   2.2 999.0 99.0 99.00
2018 02 15 03 50 233  4.9  6.1  0.36  2.94  3.32 259 1018.2   3.0   2.1 999.0 99.0 99.00
2018 02 15 04 50 236  5.3  6.1  0.33  3.33  3.45 262 1017.8   3.0   2.1 999.0 99.0 99.00
2018 02 15 05 50 234  5.1  5.6  0.30  2.60  3.36 247 1017.4   2.9   2.2 999.0 99.0 99.00
2018 02 15 06 50 236  3.9  4.7  0.29  2.74  3.17 251 1017.0   3.2   2.4 999.0 99.0 99.00
2018 02 15 07 50 212  4.5  5.2  0.26  2.86  3.21 260 1016.4   3.1   2.5 999.0 99.0 99.00
2018 02 15 08 50 218  4.3  4.9  0.25 99.00  3.28 999 1015.6   3.3   2.6 999.0 99.0 99.00
2018 02 15 09 50 212  4.3  4.8  0.26  5.56  3.14  93 1014.7   3.4   2.6 999.0 99.0 99.00
2018 02 15 10 50 225  4.4  4.8  0.27  5.88  3.30 107 1014.4   3.6   2.4 999.0 99.0 99.00
2018 02 15 11 50 204  6.4  7.5  0.25  5.56  3.32  92 1013.8   3.6   2.3 999.0 99.0 99.00
2018 02 15 12 50 218  5.3  6.1  0.29  2.74  3.07 234 1013.5   3.9   2.2 999.0 99.0 99.00
2018 02 15 13 50 254  3.1  3.5  0.30  3.03  3.15 209 1013.1   3.3   2.2 999.0 99.0 99.00
2018 02 15 14 50 272  2.3  2.8  0.29  3.23  3.49 146 1012.9   3.1   2.2 999.0 99.0 99.00
2018 02 15 15 50 231  4.2  4.9  0.32  5.88  3.99 110 1012.2   3.6   2.2 999.0 99.0 99.00
2018 02 15 16 50 237  4.2  5.0  0.29 10.00  3.78  75 1010.9   3.5   2.2 999.0 99.0 99.00
2018 02 15 17 50 227  5.0  6.2  0.26  2.47  3.48 235 1009.6   3.6   2.4 999.0 99.0 99.00
2018 02 15 18 50 244  4.5  5.8  0.21 99.00  3.43 999 1009.0   3.4   2.6 999.0 99.0 99.00
2018 02 15 19 50 233  4.7  5.6  0.24 99.00  2.94 999 1008.2   3.4   2.7 999.0 99.0 99.00
2018 02 15 20 50 220  5.2  6.3  0.23 99.00  3.25 999 1007.4   3.6   2.9 999.0 99.0 99.00
2018 02 15 21 50 238  6.1  7.2  0.26 11.43  3.02  71 1007.8   3.6   2.9 999.0 99.0 99.00
2018 02 15 22 50 237  6.6  7.5  0.35  2.60  2.91 248 1007.4   3.6   2.8 999.0 99.0 99.00
2018 02 15 23 50 235  5.9  6.7  0.33  2.35  2.91 240 1007.7   3.1   2.7 999.0 99.0 99.00
2018 02 16 00 50 220  5.4  6.2  0.27  3.57  3.28 256 1007.5   3.2   2.5 999.0 99.0 99.00
2018 02 16 01 50 215  6.9  8.1  0.23 99.00  3.27 999 1007.1   3.5   2.4 999.0 99.0 99.00
2018 02 16 02 50 218  5.7  7.1  0.24 99.00  3.48 999 1006.8   4.1   2.3 999.0 99.0 99.00
2018 02 16 03 50 209  7.9  9.1  0.33  2.60  3.34 222 1006.1   4.5   2.3 999.0 99.0 99.00
2018 02 16 04 50 200  6.1  7.1  0.37  2.94  3.53 209 1005.2   4.7   2.3 999.0 99.0 99.00
2018 02 16 05 50 202  7.1  8.7  0.38  2.86  3.11 208 1004.6   5.1   2.4 999.0 99.0 99.00
2018 02 16 06 50 205  4.9  5.9  0.38  3.03  3.22 207 1003.7   4.6   2.6 999.0 99.0 99.00
2018 02 16 07 50 187  5.5  6.6  0.32  2.60  3.14 206 1001.8   4.9   2.8 999.0 99.0 99.00
2018 02 16 08 50 198  5.8  6.3  0.28  2.60  3.05 203 1001.3   4.6   3.0 999.0 99.0 99.00
2018 02 16 09 50 233  6.0  6.8  0.29  2.47  3.37 199 1001.5   4.9   3.0 999.0 99.0 99.00
2018 02 16 10 50 278  2.1  2.5  0.28  4.76  3.67  78 1001.2   3.8   2.9 999.0 99.0 99.00
2018 02 16 11 50 274  3.7  4.5  0.29  3.13  3.57 231 1000.7   4.8   2.7 999.0 99.0 99.00
2018 02 16 12 50 249  3.5  4.0  0.28  4.55  3.57 137 1000.6   4.4   2.6 999.0 99.0 99.00
2018 02 16 13 50 250  4.0  4.4  0.26  6.67  3.77 112 1001.5   4.0   2.5 999.0 99.0 99.00
2018 02 16 14 50 246  2.8  3.6  0.27  4.17  3.84 158 1001.1   4.3   2.4 999.0 99.0 99.00
2018 02 16 15 50 197  2.8  3.2  0.33  4.55  4.12 113  999.8   3.6   2.4 999.0 99.0 99.00
2018 02 16 16 50 234  3.9  4.4  0.31  7.69  4.44  84  999.2   3.4   2.4 999.0 99.0 99.00
2018 02 16 17 50 276  4.1  5.2  0.31  5.26  3.81 261 1000.6   3.4   2.5 999.0 99.0 99.00
2018 02 16 18 50 276  4.5  5.1  0.23 99.00  3.76 999 1000.6   4.3   2.7 999.0 99.0 99.00
2018 02 16 19 50 295  4.3  5.0  0.19 99.00  3.39 999 1001.3   5.0   3.1 999.0 99.0 99.00
2018 02 16 20 50 283  2.5  2.8  0.19 99.00  3.53 999 1002.1   4.4   3.2 999.0 99.0 99.00
2018 02 16 21 50 275  3.3  3.7  0.19 99.00  3.87 999 1003.2   4.6   3.4 999.0 99.0 99.00
2018 02 16 22 50 300  6.8  7.7  0.20 99.00  3.64 999 1005.3   5.5   3.3 999.0 99.0 99.00
2018 02 16 23 50 276  5.3  6.5  0.37  2.60  2.90 319 1006.1   5.2   3.0 999.0 99.0 99.00
2018 02 17 00 50 286  6.8  7.7  0.54  3.13  3.00 290 1008.2   4.8   2.8 999.0 99.0 99.00
2018 02 17 01 50 310  7.5  8.6  0.53  2.94  2.89 308 1010.2   5.1   2.6 999.0 99.0 99.00
2018 02 17 02 50 340 11.5 14.5  0.67  3.23  3.15 317 1012.3   4.0   2.5 999.0 99.0 99.00
2018 02 17 03 50 337 12.6 15.2  0.95  4.35  3.60 348 1014.2   3.5   2.4 999.0 99.0 99.00
2018 02 17 04 50 341 11.2 14.3  1.13  4.17  3.79 353 1016.7   2.6   2.4 999.0 99.0 99.00
2018 02 17 05 50 349 10.9 13.8  1.03  4.17  3.77 341 1018.7   2.0   2.4 999.0 99.0 99.00
2018 02 17 06 50 345  9.5 11.5  1.05  4.35  3.80 344 1020.4   1.3   2.6 999.0 99.0 99.00
2018 02 17 07 50 344  9.8 12.1  1.00  4.17  3.83 345 1021.8   0.9   2.8 999.0 99.0 99.00
2018 02 17 08 50 344  8.9 10.4  0.81  4.17  3.72 336 1023.1   0.6   2.9 999.0 99.0 99.00
2018 02 17 09 50 340  7.9  9.6  0.82  3.85  3.56 344 1025.4   0.3   3.1 999.0 99.0 99.00
2018 02 17 10 50 342  7.8  9.6  0.72  3.57  3.43 345 1026.4   0.0   3.1 999.0 99.0 99.00
2018 02 17 11 50 348  8.3 10.2  0.71  3.45  3.30 358 1027.7  -0.3   2.9 999.0 99.0 99.00
2018 02 17 12 50 354  7.6  8.8  0.68  3.57  3.27 358 1029.3  -0.2   2.8 999.0 99.0 99.00
2018 02 17 13 50 357  7.4  9.0  0.54  3.13  3.17 360 1029.6  -0.3   2.5 999.0 99.0 99.00
2018 02 17 14 50 359  5.3  6.3  0.51  3.33  3.08  16 1029.9  -0.5   2.4 999.0 99.0 99.00
2018 02 17 15 50  12  2.7  4.1  0.43  3.33  3.20  30 1030.1  -0.4   2.4 999.0 99.0 99.00
2018 02 17 16 50  18  0.6  1.2  0.39  2.74  3.48  17 1029.8   0.3   2.5 999.0 99.0 99.00
2018 02 17 17 50  62  1.8  2.6  0.38  6.25  3.57  89 1028.3   0.3   2.9 999.0 99.0 99.00
2018 02 17 18 50  61  2.2  3.0  0.30  6.67  3.72  99 1027.7   0.6   3.0 999.0 99.0 99.00
2018 02 17 19 50  60  4.1  5.2  0.28  4.00  3.83 146 1027.1   0.6   3.2 999.0 99.0 99.00
2018 02 17 20 50 100  2.2  3.1  0.23 99.00  3.91 999 1028.2   0.8   3.6 999.0 99.0 99.00
2018 02 17 21 50 160  7.9  9.1  0.24 99.00  4.46 999 1027.9   1.8   3.7 999.0 99.0 99.00
2018 02 17 22 50 152  8.0  9.6  0.50  2.86  2.96 149 1026.2   1.9   3.7 999.0 99.0 99.00
2018 02 17 23 50 129  6.3  7.4  0.50  3.23  3.14 136 1026.3   2.1   3.4 999.0 99.0 99.00
2018 02 18 00 50 115  7.7  9.6  0.43  3.13  3.24 135 1024.0   2.3   3.2 999.0 99.0 99.00
2018 02 18 01 50 120  6.8  8.6  0.52  3.57  3.47  93 1023.7   2.5   2.9 999.0 99.0 99.00
2018 02 18 02 50 112  8.5 10.1  0.57  4.17  3.69  97 1021.4   1.2   2.6 999.0 99.0 99.00
2018 02 18 03 50 107  9.5 11.4  0.74  4.35  3.84  82 1019.2   2.0   2.5 999.0 99.0 99.00
2018 02 18 04 50 106  9.2 11.2  0.81  4.35  3.83  82 1016.7   2.7   2.5 999.0 99.0 99.00
2018 02 18 05 50 105  7.8  9.1  1.01  4.55  3.88  81 1014.3   3.1   2.4 999.0 99.0 99.00
2018 02 18 06 50 104  4.8  5.9  0.86  5.00  3.85  81 1012.7   3.6   2.6 999.0 99.0 99.00
2018 02 18 07 50 107  4.1  5.1  0.67  5.88  3.70  78 1011.0   4.0   2.9 999.0 99.0 99.00
2018 02 18 08 50 106  2.6  3.3  0.58  6.25  3.92  80 1010.1   4.2   3.3 999.0 99.0 99.00
2018 02 18 09 50 354  1.0  1.3  0.51  6.25  3.88  87 1009.8   4.2   3.4 999.0 99.0 99.00
2018 02 18 10 50 286  4.5  5.3  0.45  6.25  4.10  94 1010.7   4.5   3.4 999.0 99.0 99.00
2018 02 18 11 50 297 11.0 13.2  0.56  2.60  2.99 305 1012.3   1.7   3.5 999.0 99.0 99.00
2018 02 18 12 50 313  9.6 10.9  0.79  3.33  3.22 295 1014.3   1.8   3.3 999.0 99.0 99.00
2018 02 18 13 50 315 11.4 14.3  0.94  3.57  3.37 305 1015.8   2.3   2.9 999.0 99.0 99.00
2018 02 18 14 50 316 11.3 13.8  0.96  3.70  3.40 317 1018.4   2.7   2.8 999.0 99.0 99.00
2018 02 18 15 50 330 11.9 14.6  1.04  4.00  3.54 335 1020.0   3.0   2.7 999.0 99.0 99.00
2018 02 18 16 50 345 11.6 13.3  1.16  4.55  3.83 335 1020.2   2.9   2.6 999.0 99.0 99.00
2018 02 18 17 50 338  9.9 11.9  1.10  4.35  3.88 334 1022.0   2.8   2.7 999.0 99.0 99.00
2018 02 18 18 50 335  7.8  9.4  0.93  4.35  3.86 328 1024.0   3.1   3.0 999.0 99.0 99.00
2018 02 18 19 50 323  3.4  4.1  0.70  4.17  3.65 336 1025.8   3.5   3.5 999.0 99.0 99.00
2018 02 18 20 50 352  1.3  1.9  0.46  3.57  3.51 314 1026.4   4.4   3.6 999.0 99.0 99.00
2018 02 18 21 50  24  1.2  2.1  0.40  3.33  3.56 284 1027.4   4.0   3.8 999.0 99.0 99.00
2018 02 18 22 50 124  0.2  0.7  0.36  6.67  3.64  81 1029.0   3.4   3.8 999.0 99.0 99.00
2018 02 18 23 50  28  0.1  0.6  0.34  7.14  3.79  78 1030.3   3.2   3.8 999.0 99.0 99.00
2018 02 19 00 50 182  1.7  2.1  0.31  8.33  3.92  85 1031.7   3.1   3.5 999.0 99.0 99.00
2018 02 19 01 50 161  1.2  1.7  0.27  4.17  3.94  83 1032.6   2.7   3.6 999.0 99.0 99.00
2018 02 19 02 50 120  1.4  1.7  0.25  4.55  4.05  39 1033.0   2.7   3.5 999.0 99.0 99.00
2018 02 19 03 50 165  0.0  0.0  0.24 99.00  3.96 999 1033.9   2.4   3.1 999.0 99.0 99.00
2018 02 19 04 50 298  1.9  2.8  0.25 99.00  4.66 999 1034.5   2.2   3.0 999.0 99.0 99.00
2018 02 19 05 50   9  2.1  2.4  0.35  7.14  4.68  77 1034.6   2.5   2.8 999.0 99.0 99.00
2018 02 19 06 50  45  2.9  3.2  0.44  6.67  4.17  83 1034.2   2.5   2.9 999.0 99.0 99.00
2018 02 19 07 50 149  3.2  3.8  0.40  7.14  4.02  88 1034.2   2.6   3.2 999.0 99.0 99.00
2018 02 19 08 50 144  4.4  5.0  0.35  6.67  4.29  81 1034.4   2.9   3.4 999.0 99.0 99.00
2018 02 19 09 50 154  5.2  6.0  0.33 10.81  4.69  54 1034.8   2.9   3.6 999.0 99.0 99.00
2018 02 19 10 50 166  5.9  7.0  0.37 10.00  4.74  69 1034.9   3.0   3.7 999.0 99.0 99.00
2018 02 19 11 50 175  5.9  6.9  0.41  5.00  3.42  88 1035.7   3.3   3.7 999.0 99.0 99.00
2018 02 19 12 50 173  6.0  6.8  0.41  2.60  3.15 159 1036.0   4.0   3.6 999.0 99.0 99.00
2018 02 19 13 50 171  5.7  6.6  0.39  2.74  3.10 171 1035.6   4.3   3.5 999.0 99.0 99.00
2018 02 19 14 50 165  4.8  5.6  0.33  2.86  3.16 165 1035.5   4.4   3.5 999.0 99.0 99.00
2018 02 19 15 50 171  5.3  6.0  0.34  3.13  3.18 146 1034.9   4.7   3.3 999.0 99.0 99.00
